constructorStandingsId,raceId,constructorId,points,position,positionText,wins
6028,113,1,63,2,2,2
6038,114,1,73,1,1,2
6048,115,1,76,2,2,2
6059,116,3,82,2,2,2
6058,116,1,76,3,3,2
6068,117,1,85,3,3,2
6078,118,1,95,3,3,2
6088,119,1,103,3,3,2
6098,120,1,115,3,3,2
6108,121,1,120,3,3,2
6118,122,1,128,3,3,2
6128,123,1,142,3,3,2
5817,126,6,24,2,2,2
5624,142,6,30,1,1,2
5635,143,6,36,1,1,2
5646,144,6,40,1,1,2
5669,146,1,42,2,2,2
5680,147,1,44,2,2,2
5700,148,3,28,3,3,2
5691,148,1,48,2,2,2
5711,149,3,37,3,3,2
5702,149,1,53,2,2,2
5722,150,3,43,3,3,2
5713,150,1,56,2,2,2
5733,151,3,46,3,3,2
1460,159,6,26,1,1,2
1498,162,1,42,2,2,2
1509,163,1,52,2,2,2
5460,177,6,28,1,1,2
5488,179,1,36,2,2,2
5571,187,17,57,3,3,2
5582,188,17,57,3,3,2
5593,189,17,58,3,3,2
5604,190,17,61,3,3,2
2062,192,1,32,1,1,2
2070,193,1,39,1,1,2
2115,197,6,53,2,2,2
5273,209,3,20,1,1,2
25368,213,6,51,1,1,2
25439,219,1,38,4,4,2
25451,220,1,44,4,4,2
25463,221,1,44,4,4,2
25475,222,1,47,4,4,2
2426,225,3,26,1,1,2
2548,236,6,48,3,3,2
5056,242,3,29,1,1,2
5069,243,3,32,2,2,2
5068,243,22,33,1,1,2
5082,244,3,38,2,2,2
5095,245,3,38,3,3,2
5108,246,3,48,2,2,2
5121,247,3,52,2,2,2
5134,248,3,58,2,2,2
25527,258,22,20,1,1,2
25612,264,3,43,2,2,2
25626,265,3,43,3,3,2
25640,266,3,49,3,3,2
4654,275,1,26,1,1,2
4666,276,1,26,2,2,2
4665,276,3,36,1,1,2
4678,277,1,34,2,2,2
3256,290,3,32,1,1,2
3351,295,1,36,2,2,2
3365,296,1,36,2,2,2
3379,297,1,38,3,3,2
3394,298,1,44,3,3,2
8353,311,3,45,2,2,2
7681,324,1,38,1,1,2
7729,326,6,36,2,2,2
7797,330,3,42,3,3,2
7816,331,3,42,3,3,2
7835,332,3,44,3,3,2
7854,333,3,44,3,3,2
7873,334,3,49,3,3,2
7892,335,3,54,4,4,2
7912,336,22,71,3,3,2
7911,336,3,57,4,4,2
8532,2,23,25,1,1,2
8248,306,1,24,1,1,2
8562,3,23,36,1,1,2
8670,8,9,74.5,2,2,2
8733,14,1,59,4,4,2
8753,15,1,65,4,4,2
8763,16,1,71,3,3,2
8813,358,1,36,1,1,2
8952,365,6,34,3,3,2
8972,366,6,38,3,3,2
8992,367,6,44,3,3,2
9143,371,3,77,2,2,2
9170,373,1,24,1,1,2
9468,390,1,31,1,1,2
9483,391,1,31,1,1,2
9498,392,1,35,1,1,2
9502,392,32,27,3,3,2
9513,393,1,39,2,2,2
9514,393,3,45,1,1,2
9517,393,32,30,3,3,2
9528,394,1,39,2,2,2
9532,394,32,37,3,3,2
9543,395,1,45,2,2,2
9547,395,32,41,3,3,2
9558,396,1,49,2,2,2
9562,396,32,47,3,3,2
9573,397,1,50,2,2,2
9577,397,32,49,3,3,2
9588,398,1,51,3,3,2
9592,398,32,55,2,2,2
9608,399,32,55,3,3,2
9624,400,32,57,3,3,2
9640,401,32,57,3,3,2
9656,402,32,64,3,3,2
9670,403,6,53,4,4,2
9672,403,32,64,3,3,2
9731,407,1,33,1,1,2
9736,408,3,33,2,2,2
9744,408,1,34,1,1,2
9757,409,1,43,2,2,2
9783,410,1,47,2,2,2
9776,410,32,36,3,3,2
9789,411,32,36,3,3,2
9796,411,1,56,2,2,2
9802,412,32,36,3,3,2
9809,412,1,60,2,2,2
9815,413,32,42,3,3,2
9822,413,1,63,2,2,2
9828,414,32,50,3,3,2
9835,414,1,63,2,2,2
9841,415,32,50,3,3,2
9854,416,32,50,3,3,2
9868,417,32,53,3,3,2
9882,418,32,57,3,3,2
9896,419,32,58,3,3,2
9940,422,32,25,1,1,2
9953,423,1,21,3,3,2
9955,423,32,29,1,1,2
9969,424,1,25,3,3,2
9971,424,32,31,2,2,2
10019,425,32,33,2,2,2
10017,425,1,25,3,3,2
10051,426,32,35,2,2,2
10049,426,1,29,3,3,2
10067,427,32,35,3,3,2
10082,428,6,65,1,1,2
10083,428,32,35,3,3,2
10098,429,6,72,1,1,2
10099,429,32,43,3,3,2
10114,430,6,75,1,1,2
10115,430,32,49,3,3,2
10130,431,6,77,2,2,2
10131,431,32,54,3,3,2
10147,432,6,77,2,2,2
10164,433,6,77,2,2,2
10174,433,3,47,4,4,2
10181,434,6,80,2,2,2
10198,435,6,82,2,2,2
10227,437,1,24,1,1,2
10242,438,1,24,1,1,2
10340,443,34,22,4,4,2
10355,444,34,22,5,5,2
10370,445,34,22,6,6,2
10385,446,34,22,6,6,2
10400,447,34,31,5,5,2
10415,448,34,33,5,5,2
10445,449,34,33,5,5,2
10460,450,34,37,4,4,2
10475,451,34,38,4,4,2
10562,457,4,36,1,1,2
10577,458,4,36,1,1,2
10590,459,6,44,2,2,2
10592,459,4,44,1,1,2
10605,460,6,50,2,2,2
10666,464,34,50,3,3,2
10747,468,4,22,1,1,2
10764,469,4,22,1,1,2
10781,470,4,22,1,1,2
10798,471,4,22,2,2,2
10800,471,1,29,1,1,2
10815,472,4,22,2,2,2
10817,472,1,29,1,1,2
10832,473,4,22,4,4,2
10849,474,4,22,5,5,2
10862,474,34,30,2,2,2
10866,475,4,22,5,5,2
10876,475,6,35,3,3,2
10879,475,34,36,2,2,2
10883,476,4,23,5,5,2
10893,476,6,45,2,2,2
10896,476,34,36,3,3,2
10910,477,6,52,2,2,2
10913,477,34,36,4,4,2
10930,478,34,36,5,5,2
10947,479,34,36,5,5,2
10964,480,34,41,5,5,2
10981,481,34,41,5,5,2
11032,482,34,41,5,5,2
11052,484,3,30,1,1,2
11068,485,3,39,1,1,2
11084,486,3,43,1,1,2
11085,486,34,25,2,2,2
11102,487,34,25,2,2,2
11119,488,34,25,2,2,2
11136,489,34,25,3,3,2
11143,489,6,26,2,2,2
11153,490,34,29,2,2,2
11160,490,6,28,3,3,2
11170,491,34,31,2,2,2
11177,491,6,28,3,3,2
11211,492,6,28,3,3,2
11228,493,6,28,5,5,2
11243,494,4,39,3,3,2
11245,494,6,28,5,5,2
11262,495,6,30,5,5,2
11279,496,6,34,5,5,2
11280,496,27,43,4,4,2
11296,497,6,34,5,5,2
11297,497,27,44,4,4,2
11347,500,4,18,1,1,2
11362,501,4,18,1,1,2
11377,502,4,21,3,3,2
11380,503,3,34,1,1,2
11392,503,4,21,4,4,2
11407,504,4,23,4,4,2
11422,505,4,23,4,4,2
11433,506,27,48,2,2,2
11437,506,4,23,4,4,2
11448,507,27,51,2,2,2
11456,508,34,45,3,3,2
11463,508,27,55,2,2,2
11478,509,27,56,2,2,2
11493,510,27,60,2,2,2
11508,511,27,66,2,2,2
24008,513,27,27,1,1,2
24023,514,27,27,1,1,2
24038,515,27,29,2,2,2
24045,516,6,36,2,2,2
24131,521,3,38,3,3,2
23475,529,32,21,1,1,2
23494,530,32,27,1,1,2
23490,530,6,18,2,2,2
23513,531,32,27,1,1,2
23509,531,6,18,4,4,2
23528,532,6,22,3,3,2
23547,533,6,22,3,3,2
23566,534,6,22,4,4,2
23585,535,6,22,4,4,2
23683,540,34,53,2,2,2
23702,541,34,53,2,2,2
23721,542,34,53,3,3,2
23177,545,6,22,1,1,2
23190,546,6,28,1,1,2
23204,547,6,34,1,1,2
23202,547,32,22,3,3,2
23222,548,59,32,2,2,2
23220,548,6,40,1,1,2
23218,548,32,24,3,3,2
23238,549,59,32,3,3,2
23236,549,6,46,1,1,2
23254,550,59,32,3,3,2
